,id,name,preview_url,artist,duration,popularity,release_date,valence,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo
2009,0JP9xo3adEtGSdUEISiszL,Moonlight,https://p.scdn.co/mp3-preview/d2ead131cef8ab529114024a6badb385cd8d173c?cid=02b0e243b26741fa8d571a7f61aa4518,15UsOTVnJzReFVN1VCnxy4,135090.0,83.0,2018-03-16,0.711,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,128.009
2010,3ee8Jmje8o58CHK66QrVC2,SAD!,https://p.scdn.co/mp3-preview/31e801120a506780df6e706681fdf059a0ad7052?cid=02b0e243b26741fa8d571a7f61aa4518,15UsOTVnJzReFVN1VCnxy4,166605.0,83.0,2018-03-16,0.473,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,75.023
2011,09NtNfFG4vpHsAUbdUug0M,Smile (with The Weeknd),https://p.scdn.co/mp3-preview/af32020abcfbff1f9dd2df2c729eac587014f999?cid=02b0e243b26741fa8d571a7f61aa4518,4MCBfE4596Uoi2O4DtmEMz,196180.0,64.0,2020-08-07,0.27,0.694,0.671,6,-7.149,0,0.134,0.225,0.0,0.145,158.864
2012,2ooF4088y5L72c4YTEJQoB,YuNg BrAtZ,https://p.scdn.co/mp3-preview/13ea5411ef724b0921526d3ee0ba9e340e2907a6?cid=02b0e243b26741fa8d571a7f61aa4518,15UsOTVnJzReFVN1VCnxy4,101851.0,77.0,2017-05-16,0.493,0.755,0.695,9,-5.963,1,0.26,0.0179,0.0,0.107,128.063
2013,0F7FA14euOIX8KcbEturGH,Old Town Road,https://p.scdn.co/mp3-preview/614acab009c3c05b3e21c63cfe9d274c22c5b509?cid=02b0e243b26741fa8d571a7f61aa4518,7jVv8c5Fj3E9VhNjxT4snq,113000.0,77.0,2019-06-21,0.507,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,135.998
2014,5RqR4ZCCKJDcBLIn4sih9l,Party Girl,https://p.scdn.co/mp3-preview/2bd460647b6fbc4bc00e8877688906cf4a5c56b8?cid=02b0e243b26741fa8d571a7f61aa4518,1XLWox9w1Yvbodui0SRhUQ,147800.0,71.0,2020-04-21,0.629,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,130.022
2015,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),https://p.scdn.co/mp3-preview/6ceb06fda0d416bc2eafd471760342916a033ee2?cid=02b0e243b26741fa8d571a7f61aa4518,0QHgL1lAIqAw0HtD7YldmP,200221.0,74.0,2020-07-17,0.45,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,163.071
2016,27oFpFktCq9JIXjJQRuv7a,GOTTI,https://p.scdn.co/mp3-preview/7d24f9d210ff7f5d9e80d6c22d054ff7c6092b91?cid=02b0e243b26741fa8d571a7f61aa4518,7gZfnEnfiaHzxARJ2LeXrf,166851.0,65.0,2018-04-10,0.365,0.728,0.584,10,-7.255,0,0.176,0.0524,0.0,0.0658,161.9
2017,4fC5jw1TI59GH1emfN1wtk,Poles 1469,https://p.scdn.co/mp3-preview/077994b6f2a7f5b043a1f5efa757686676abc993?cid=02b0e243b26741fa8d571a7f61aa4518,6Xgp2XMz1fhVYe7i6yNAax,149575.0,64.0,2017-05-14,0.217,0.741,0.761,4,-3.871,0,0.0512,0.235,0.0,0.119,81.543
2018,4NhDYoQTYCdWHTvlbGVgwo,GOOBA,,7gZfnEnfiaHzxARJ2LeXrf,132303.0,4.0,2020-05-08,0.393,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,178.462
2019,6zFMeegAMYQo0mt8rXtrli,HOLIDAY,https://p.scdn.co/mp3-preview/c4faab9e37a8dca4505390aaa779bcf0ed7ada00?cid=02b0e243b26741fa8d571a7f61aa4518,7jVv8c5Fj3E9VhNjxT4snq,154997.0,75.0,2020-11-13,0.837,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,151.947
2020,5vGLcdRuSbUhD8ScwsGSdA,Whoopty,https://p.scdn.co/mp3-preview/48933b2b851c4a8ad6e11c371f40e00002bdeea6?cid=02b0e243b26741fa8d571a7f61aa4518,7arQA31aZVS8yS6zUveWzb,123262.0,74.0,2020-08-20,0.66,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,140.201
2021,3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),,6fWVd57NKTalqvmjRd2t8Z,140525.0,11.0,2020-07-24,0.756,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,90.989
2022,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),https://p.scdn.co/mp3-preview/9b51570445c023b98f9b71fbefa1250702978ebc?cid=02b0e243b26741fa8d571a7f61aa4518,0eDvMgVFoNV3TpwtrVCoTj,190476.0,81.0,2020-07-03,0.347,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,125.971
2023,0nbXyq5TXYPCO7pr3N8S4I,The Box,https://p.scdn.co/mp3-preview/efbcc9db8f3ad5b8fc9b379bbf93f991e47c7358?cid=02b0e243b26741fa8d571a7f61aa4518,757aE44tKEUQEqRuT6GnEB,196652.0,81.0,2019-12-06,0.642,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,116.971
2024,02kDW379Yfd5PzW5A6vuGt,Lemonade,https://p.scdn.co/mp3-preview/ecc977276bda2be8d95986fd7f3cf16ec9321bb0?cid=02b0e243b26741fa8d571a7f61aa4518,6MPCFvOQv5cIGfw3jODMF0,195428.0,75.0,2020-08-14,0.471,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,140.04
2025,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),https://p.scdn.co/mp3-preview/640256c5f76682162b26cfb3b6a99c17f7775467?cid=02b0e243b26741fa8d571a7f61aa4518,4r63FhuTkUYltbVAg5TQnk,181733.0,79.0,2020-04-17,0.497,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,89.977
2026,5VH29X65xVLfH2TwD9EcxO,I'm Legit,https://p.scdn.co/mp3-preview/15c9464b82b818cbea0e2f84da72d336ae40faa7?cid=02b0e243b26741fa8d571a7f61aa4518,0hCNtLu0JehylgoiP8L4Gh,198053.0,55.0,2012-01-01,0.543,0.859,0.746,9,-3.014,1,0.0663,0.0301,0.000877,0.169,75.002
2027,6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),https://p.scdn.co/mp3-preview/64167d9dbae2566289e251efb1fe94e6a9c454f8?cid=02b0e243b26741fa8d571a7f61aa4518,7A8S43ryYdbWpJKeHRZRcq,157712.0,77.0,2019-12-27,0.309,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,139.864
2028,4xqIYGwwZTEem9U8A42SPF,Broke In A Minute,https://p.scdn.co/mp3-preview/30069988d66cbca7e809f394243f4f572ab913aa?cid=02b0e243b26741fa8d571a7f61aa4518,2jku7tDXc6XoB6MO2hFuqg,132023.0,75.0,2020-04-10,0.802,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,120.009
2029,3wdnX9UwfyXkNq0FJVhQQD,Snake,https://p.scdn.co/mp3-preview/b3129e12f31206a4891ef7587fd8c1652226fd08?cid=02b0e243b26741fa8d571a7f61aa4518,3uJx5SnOM59Li7lCxA3b29,183306.0,66.0,2019-06-14,0.621,0.943,0.443,7,-10.098,0,0.138,0.188,0.00225,0.282,109.908
2030,696DnlkuDOXcMAnKlTgXXK,ROXANNE,https://p.scdn.co/mp3-preview/fb038785189bb62741f4be5d5c761291fcac640a?cid=02b0e243b26741fa8d571a7f61aa4518,0vRvGUQVUjytro0xpb26bs,163636.0,78.0,2019-10-10,0.457,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,116.735
2031,5OxveXfvga2t0se21d96Ow,Bored In The House,https://p.scdn.co/mp3-preview/431a9937b6d4025e93333f36cc3c94f5527bc204?cid=02b0e243b26741fa8d571a7f61aa4518,5LHRHt1k9lMyONurDHEdrp,174933.0,52.0,2020-03-28,0.732,0.928,0.372,1,-10.393,1,0.321,0.0202,9.6e-06,0.0948,112.458
2032,6vWEAOUSxohKxhp0K1BsxL,Mixed Personalities (feat. Kanye West),https://p.scdn.co/mp3-preview/be3045813d7b45af79351c60875b31acd8aa146b?cid=02b0e243b26741fa8d571a7f61aa4518,1cNDP5yjU5vjeR8qMf4grg,230400.0,71.0,2019-01-18,0.352,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,149.937
2033,3ZhTT6yjZwpPph5MIJ53XY,Red Roses (feat. Landon Cube),https://p.scdn.co/mp3-preview/2bfb1365b12f32f22f932bf2caf58dd3d492b1fb?cid=02b0e243b26741fa8d571a7f61aa4518,7d3WFRME3vBY2cgoP38RDo,262544.0,69.0,2017-12-12,0.456,0.691,0.683,0,-7.335,1,0.0954,0.547,0.0,0.221,140.002
2034,1Bmn5aStO2S33dz1Di0g3K,Lucid Dreams,https://p.scdn.co/mp3-preview/8e511b6327621bbc7b39948d97be8c6d6520fea3?cid=02b0e243b26741fa8d571a7f61aa4518,4MCBfE4596Uoi2O4DtmEMz,239960.0,55.0,2018-05-04,0.234,0.543,0.575,6,-7.155,0,0.211,0.352,0.0,0.28,83.941
2035,127QTOFJsJQp5LbJbu3A1y,Toosie Slide,https://p.scdn.co/mp3-preview/702dcad1e6fb295dbd72878b7c751b485e548d75?cid=02b0e243b26741fa8d571a7f61aa4518,3TVXtAsR1Inumwj472S9r4,247058.0,73.0,2020-04-03,0.837,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,81.618
2036,6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,https://p.scdn.co/mp3-preview/f3f88963e9829945980bc14cdb78943f05eab73a?cid=02b0e243b26741fa8d571a7f61aa4518,5zctI4wO9XSKS8XwcnqEHk,162546.0,73.0,2020-02-07,0.349,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,99.034
2037,0JoWBcL61YWLXM5vW0YTHO,Bad Energy,,4MCBfE4596Uoi2O4DtmEMz,186749.0,0.0,2020-07-10,0.532,0.654,0.452,7,-6.36,1,0.0439,0.17,0.0,0.114,138.034
2038,2U5WueTLIK5WJLD7mvDODv,Wishing Well,https://p.scdn.co/mp3-preview/c3d504e08c4419ac5c21e0f5fe0e6752c97502f1?cid=02b0e243b26741fa8d571a7f61aa4518,4MCBfE4596Uoi2O4DtmEMz,194621.0,80.0,2020-07-10,0.0804,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,149.972
2039,3wapLdXDMiCZV9dWNg55Jh,Holy Moly (feat. NLE Choppa),https://p.scdn.co/mp3-preview/41bc5fe71dbb7dbfa6a5f8f6763e33592afd3ce0?cid=02b0e243b26741fa8d571a7f61aa4518,3Fl1V19tmjt57oBdxXKAjJ,117800.0,58.0,2020-03-13,0.54,0.863,0.588,1,-8.186,0,0.462,0.126,0.0,0.394,123.924
2040,3hv6ndi7uFT9L9wrhQCsqY,Gucci Flip Flops (feat. Lil Yachty),https://p.scdn.co/mp3-preview/d9c6cf6148271f1b4fe6e7bf8bdd446df42f0fc0?cid=02b0e243b26741fa8d571a7f61aa4518,7DuTB6wdzqFJGFLSH17k8e,151850.0,64.0,2018-09-18,0.177,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,159.976
2041,3nY8AqaMNNHHLYV4380ol0,Dick (feat. Doja Cat),https://p.scdn.co/mp3-preview/553e4018742a4979c03e728c3631a9a93ff79762?cid=02b0e243b26741fa8d571a7f61aa4518,2WgfkM8S11vg4kxLgDY3F5,175238.0,71.0,2021-04-23,0.474,0.647,0.608,9,-6.831,1,0.42,0.13,0.0,0.0584,125.994
2042,0k1WUmIRnG3xU6fvvDVfRG,Way 2 Sexy (with Future & Young Thug),https://p.scdn.co/mp3-preview/867553a5c27c560c4eae2d1af93abc4d1bb8a1b2?cid=02b0e243b26741fa8d571a7f61aa4518,3TVXtAsR1Inumwj472S9r4,257604.0,79.0,2021-09-03,0.331,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,136.008
2043,2MyQK6cKu9IAzNXiBm7TD0,"CHOPPA SHOOT THE LOUDEST (with Chief Keef, feat.Trippie Redd)",https://p.scdn.co/mp3-preview/e9a14c6826c5d63f0772e5df5ef1fca20058ecd3?cid=02b0e243b26741fa8d571a7f61aa4518,4Ga1P7PMIsmqEZqhYZQgDo,241655.0,57.0,2021-08-27,0.18,0.585,0.765,10,-5.575,0,0.0589,0.0644,0.0,0.148,145.155
2044,1AdXchAT6hBUm5d6y4nKjI,21,https://p.scdn.co/mp3-preview/79d0134a27302bb7e7064c1077d5d614a660917f?cid=02b0e243b26741fa8d571a7f61aa4518,4r63FhuTkUYltbVAg5TQnk,170853.0,58.0,2018-11-02,0.712,0.673,0.715,3,-5.239,0,0.0891,0.1,0.0,0.115,155.992
2045,6rLi6PyWXu1rPlShuIZpj6,Way Out (feat. Big Sean),https://p.scdn.co/mp3-preview/690c9ec122f7386cfb710597e65e5043c5222503?cid=02b0e243b26741fa8d571a7f61aa4518,2LIk90788K0zvyj2JJVwkJ,168906.0,63.0,2020-12-09,0.907,0.945,0.582,11,-8.357,0,0.0719,0.114,0.0,0.103,108.025
2046,36J0iaPDGbYGsHvYpaYs3k,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",https://p.scdn.co/mp3-preview/e4a1132a509b964bc72147ca8986c7a008679a17?cid=02b0e243b26741fa8d571a7f61aa4518,1iNqsUDUraNWrj00bqssQG,169146.0,67.0,2019-07-05,0.719,0.761,0.586,0,-5.368,1,0.359,0.0392,0.0,0.0558,149.804
2047,1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),https://p.scdn.co/mp3-preview/607d66b431417c790bd74fcda67325631eb4df5d?cid=02b0e243b26741fa8d571a7f61aa4518,50co4Is1HCEo8bhOyUWKpn,149040.0,69.0,2019-08-16,0.892,0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,111.959
2048,0kCBorRrKZkSztd9m0QI3r,Chanel (Go Get It) [feat. Gunna & Lil Baby],https://p.scdn.co/mp3-preview/131f7a30574c948743cdb3b5f7a9c78f5fc4b592?cid=02b0e243b26741fa8d571a7f61aa4518,50co4Is1HCEo8bhOyUWKpn,201706.0,62.0,2018-08-17,0.462,0.938,0.5,4,-10.08,0,0.144,0.00183,0.0,0.077,140.011
2049,15EH2glphTjcarRjAsc0EB,Straightenin,https://p.scdn.co/mp3-preview/11026911a7ae26e4d6f113d7642ead00a3f0eb69?cid=02b0e243b26741fa8d571a7f61aa4518,6oMuImdp5ZcFhWP0ESe6mG,255023.0,60.0,2021-06-11,0.106,0.848,0.625,9,-5.776,1,0.11,0.0319,0.0,0.101,135.957
2050,6GNG0YQixWuLE0M5FtrRxY,Off The Map,https://p.scdn.co/mp3-preview/71a03d3420b34f8bab9d25db047d7c9320e90ef9?cid=02b0e243b26741fa8d571a7f61aa4518,2SJhf6rTOU53g8yBdAjPby,141582.0,60.0,2020-12-17,0.0789,0.472,0.847,4,-6.347,0,0.0419,0.0757,0.0,0.3,150.164
2051,1dIWPXMX4kRHj6Dt2DStUQ,Chosen (feat. Ty Dolla $ign),https://p.scdn.co/mp3-preview/232a5618e07b0721de7d2af18b0cb2d25f8c737d?cid=02b0e243b26741fa8d571a7f61aa4518,4qXC0i02bSFstECuXP2ZpL,161684.0,76.0,2020-12-04,0.605,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,93.421
2052,1U6Qqq2JQzOWoHYqtG7pYO,Friends & Family,https://p.scdn.co/mp3-preview/414bb6a881a41a009101726b8f7b295ab9a68841?cid=02b0e243b26741fa8d571a7f61aa4518,7rkW85dBwwrJtlHRDkJDAC,145121.0,58.0,2020-11-06,0.3,0.853,0.502,1,-7.187,1,0.105,0.0331,0.0,0.144,129.02
2053,6mtjo5kIHKlboGE84lf1FJ,Need It,https://p.scdn.co/mp3-preview/7410a9d424921d04b12c49cf2ebfabecd709ec6f?cid=02b0e243b26741fa8d571a7f61aa4518,6oMuImdp5ZcFhWP0ESe6mG,195680.0,69.0,2020-05-22,0.897,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,148.007
2054,3I1fVCxvcrVjBj0rMwlUEm,Ballin (Kevin Durant),https://p.scdn.co/mp3-preview/4672902a88e24ee16855bfd19a1955b2bbc6d2ce?cid=02b0e243b26741fa8d571a7f61aa4518,65lkGiRQh7aY5SNvESnQoQ,180000.0,37.0,2022-02-16,0.569,0.922,0.56,11,-10.028,1,0.278,0.0148,8.69e-05,0.0789,145.98
2055,10QdSJJJflPZ0k6izpUEYG,Mona Lisa,https://p.scdn.co/mp3-preview/b4af9f2e9f196db597bb6abadb8cea634cecdbb0?cid=02b0e243b26741fa8d571a7f61aa4518,3wyVrVrFCkukjdVIdirGVY,140487.0,37.0,2022-01-21,0.7,0.841,0.623,7,-6.178,1,0.191,0.4,0.0,0.123,123.093
2056,22SnWLALl4j5NHk1bBtC26,PARANOIA,https://p.scdn.co/mp3-preview/e3b06257431683e608d8c255fe3bc59557b68604?cid=02b0e243b26741fa8d571a7f61aa4518,7qjsoBLkX1Yp5Sb4LGRurc,141176.0,19.0,2022-04-29,0.429,0.774,0.742,7,-6.069,0,0.229,0.233,3.31e-05,0.103,140.893
2057,7e7Iq9lhisbqgRwxaCVvYd,LOT OF ME,https://p.scdn.co/mp3-preview/6ad77a097b0e1045ef5e27faddb359523b026448?cid=02b0e243b26741fa8d571a7f61aa4518,4Ga1P7PMIsmqEZqhYZQgDo,123870.0,52.0,2021-09-01,0.7,0.704,0.537,0,-8.565,1,0.302,0.223,0.0,0.122,77.444
2058,6LFZKvWkkAUgR9WQZz9w69,Hold Me Down,https://p.scdn.co/mp3-preview/35438eee19458dd1c6d10f2dae892750ef8e0483?cid=02b0e243b26741fa8d571a7f61aa4518,6eD7aJO1HYxPwoIMiD3vlA,166441.0,23.0,2020-06-14,0.358,0.819,0.628,2,-10.751,0,0.0502,0.153,0.000228,0.0966,126.981
2059,5UjzddzqixwHIAM9ekHdHF,Immigraniada 2.0,,6JmaQHqrNXXsHJw3xJ0QrF,213880.0,4.0,2022-03-14,0.263,0.762,0.58,8,-8.148,1,0.145,0.14,0.0,0.11,139.96
2060,40uMIn2zJLAQhNXghRjBed,Motley Crew,https://p.scdn.co/mp3-preview/f270907e077d4685dc5a5e2939f8da4d5d2c31b0?cid=02b0e243b26741fa8d571a7f61aa4518,246dkjvS1zLTtiykXe5h60,184213.0,77.0,2021-07-09,0.288,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,129.915
2061,6aHoPULNO7pSL2ZfUY0bU8,Knock Knock,https://p.scdn.co/mp3-preview/0aa94eec46dac11df5f2be2086d079668ed6686b?cid=02b0e243b26741fa8d571a7f61aa4518,2SJhf6rTOU53g8yBdAjPby,139728.0,72.0,2020-01-10,0.683,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,125.935
2062,5nayhWICkQGMTkisxVMbRw,FlatBed Freestyle,https://p.scdn.co/mp3-preview/cd5868bc1f1aa9d135371bd45c407ee248968829?cid=02b0e243b26741fa8d571a7f61aa4518,699OTQXzgjhIYAHMy9RyPD,193973.0,70.0,2018-05-11,0.402,0.755,0.552,9,-5.604,1,0.288,0.0967,0.0,0.158,153.157
2063,4s7QLoImIwmPi9L6dq1nVW,TSU,https://p.scdn.co/mp3-preview/288d795b47d5ce2eaf46500a7a814fbc5d8650d0?cid=02b0e243b26741fa8d571a7f61aa4518,3TVXtAsR1Inumwj472S9r4,308755.0,72.0,2021-09-03,0.246,0.568,0.56,9,-9.059,1,0.42,0.228,3.05e-06,0.39,130.019
2064,4XslNXIadAFZ1PmbELe5TB,Royal Rumble,https://p.scdn.co/mp3-preview/387be027f4579c3b02309ce27f989768c5f179c0?cid=02b0e243b26741fa8d571a7f61aa4518,4Ga1P7PMIsmqEZqhYZQgDo,159813.0,48.0,2020-09-18,0.298,0.733,0.693,1,-8.419,1,0.2,0.000831,0.0,0.165,100.034
2065,0pq8jPL1mdP8hp6k3lWGUg,Pricey,https://p.scdn.co/mp3-preview/677c62ad0a8e330ae49315dd56faaaa0d6189ce3?cid=02b0e243b26741fa8d571a7f61aa4518,45mZ33rrT4Evi3Rfrm7UiZ,135348.0,11.0,2022-06-06,0.625,0.911,0.597,1,-6.361,0,0.243,0.0544,0.0,0.0914,129.08
2066,4nTIY6vSiw19IzzPKKqCU9,"Lost Me (feat. Lil Mosey, iann dior & Lil Skies)",https://p.scdn.co/mp3-preview/3ab960437285d8fbf9b102e9e1dfb4a2c836ff59?cid=02b0e243b26741fa8d571a7f61aa4518,6MPCFvOQv5cIGfw3jODMF0,178329.0,51.0,2020-08-29,0.379,0.694,0.697,8,-7.373,0,0.0379,0.162,0.0,0.0821,89.966
2067,6Xl6KDSzByZUzBdRVwQC99,Miami Rage,https://p.scdn.co/mp3-preview/f8c870e477d48438f2f5d422a4f0cd750375e035?cid=02b0e243b26741fa8d571a7f61aa4518,5nBggqz80XWqMUkMDndDnS,168000.0,29.0,2022-07-08,0.357,0.584,0.861,11,-6.634,1,0.232,0.309,0.0,0.0604,151.685
2068,4x3mum2YGHtIBrgUKiNt4F,Don't Need Friends (feat. Lil Baby),https://p.scdn.co/mp3-preview/654766569b22fa6669576da63844d93d8aa3c25c?cid=02b0e243b26741fa8d571a7f61aa4518,7rkW85dBwwrJtlHRDkJDAC,184619.0,62.0,2020-11-06,0.584,0.852,0.674,2,-4.166,1,0.211,0.0123,0.0,0.126,130.085
2069,6KXla4bFHYV7KyVuvioobz,The Gift,https://p.scdn.co/mp3-preview/e25aedb2e7f2ae5c7563b3acc57e5ced10a5cb29?cid=02b0e243b26741fa8d571a7f61aa4518,47lAs781M8G6XwwiqcEzXs,172917.0,22.0,2020-09-18,0.329,0.7,0.726,2,-7.083,1,0.0777,0.153,1.24e-05,0.129,99.923
2070,1rlIrbWboTRGeKfHhgbJRZ,FLIP THE SWITCH (feat. Drake),https://p.scdn.co/mp3-preview/eafaa9f7219501977ca2808d90e3c280a29642d0?cid=02b0e243b26741fa8d571a7f61aa4518,0VRj0yCOv2FXJNP47XQnx5,156195.0,67.0,2018-10-12,0.496,0.853,0.637,3,-5.924,0,0.331,0.129,0.0,0.267,86.048
2071,6MDdceLYec4AxohmorE4vH,Face Of My City (feat. Lil Baby),https://p.scdn.co/mp3-preview/d51b240632b43f53f623783abad3a705433404d5?cid=02b0e243b26741fa8d571a7f61aa4518,2LIk90788K0zvyj2JJVwkJ,123446.0,64.0,2020-12-11,0.342,0.74,0.566,1,-8.389,0,0.32,0.0034,0.0,0.589,156.197
2072,2gbMPBrBVj3CuNTLp2dHYs,Off The Grid,,5K4W6rqBFWDnAN6FQUkS6x,339249.0,3.0,2021-08-29,0.63,0.546,0.64,8,-5.582,1,0.37,0.0438,0.0,0.137,137.728
2073,0GR7iJLhj80KD5LkA14ZRn,Digital Dash,https://p.scdn.co/mp3-preview/76091673ba639dcdb3fd6736f19a74613393d3c9?cid=02b0e243b26741fa8d571a7f61aa4518,3TVXtAsR1Inumwj472S9r4,231231.0,62.0,2015-09-20,0.276,0.881,0.546,2,-7.566,1,0.12,0.00296,4.72e-06,0.226,140.032
2074,0B8QzDH7YWih85V5SEMnyJ,Money Longer,https://p.scdn.co/mp3-preview/319183cfc0c6b7e032f0bdbc58a93c023b45bb02?cid=02b0e243b26741fa8d571a7f61aa4518,4O15NlyKLIASxsJ0PrXPfz,198944.0,76.0,2016-05-27,0.478,0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,136.173
2075,3sKz6Sd72K0ofPWcJPPk6H,Said Sum,https://p.scdn.co/mp3-preview/2ae2ac92f9ad329ccb5e73f47f92dd8a065c7d4e?cid=02b0e243b26741fa8d571a7f61aa4518,3tJoFztHeIJkJWMrx0td2f,155168.0,66.0,2020-09-18,0.274,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,126.998
2076,6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,https://p.scdn.co/mp3-preview/86116c70d97aab1d081d162bdd55358304224918?cid=02b0e243b26741fa8d571a7f61aa4518,0Y5tJX1MQlPlqiwlOH1tJY,218283.0,72.0,2018-08-03,0.426,0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,147.045
2077,2QqJTIlGKRLJC3onkavYEz,Flex (feat. Juice WRLD),https://p.scdn.co/mp3-preview/93b19599a0518ab09d82e1e5b4b484188700f364?cid=02b0e243b26741fa8d571a7f61aa4518,6AgTAQt8XS6jRWi4sX7w49,163902.0,74.0,2020-05-15,0.35,0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,164.009
2078,341lTIxmhybbQsgydwJiFx,Stuntin' On You (feat. DaBaby),https://p.scdn.co/mp3-preview/d2c98f6282291da8e9d237e5f1cd3ad5fcad54d8?cid=02b0e243b26741fa8d571a7f61aa4518,1MXZ0hsGic96dWRDKwAwdr,141122.0,65.0,2020-07-17,0.737,0.796,0.683,10,-5.165,0,0.277,0.0111,2.58e-06,0.126,173.852
2079,2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",https://p.scdn.co/mp3-preview/bbaffb953cebd62fdb759575ddac821085f92415?cid=02b0e243b26741fa8d571a7f61aa4518,2LIk90788K0zvyj2JJVwkJ,227478.0,75.0,2020-06-24,0.835,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,145.013
2080,7jslhIiELQkgW9IHeYNOWE,Big Rings,https://p.scdn.co/mp3-preview/bcc7b9ab771c0d3f009ae1c514cf3e8f73dd490a?cid=02b0e243b26741fa8d571a7f61aa4518,3TVXtAsR1Inumwj472S9r4,217706.0,60.0,2015-09-20,0.27,0.776,0.675,8,-6.224,0,0.266,0.00196,0.0,0.227,131.984
2081,43YQDj1KOPMFAUcTEPKy4p,Millions,https://p.scdn.co/mp3-preview/431dba03a47a855ff1c3e2737feb442035649542?cid=02b0e243b26741fa8d571a7f61aa4518,50co4Is1HCEo8bhOyUWKpn,157520.0,55.0,2019-12-20,0.74,0.942,0.531,1,-7.51,1,0.215,0.00236,0.000106,0.0812,99.027
2082,2tUL6dZf1mywCj5WvCPZw6,No Friends In The Industry,https://p.scdn.co/mp3-preview/6eaa972f7b387ec5bfce254dd99367845a77ba72?cid=02b0e243b26741fa8d571a7f61aa4518,3TVXtAsR1Inumwj472S9r4,204346.0,74.0,2021-09-03,0.171,0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,83.737
2083,76MjtLfZoTNc3BDqUVjuRH,Patek,https://p.scdn.co/mp3-preview/18cd592d7a3c50ec789b2027999f5093634c6284?cid=02b0e243b26741fa8d571a7f61aa4518,1RyvyyTE3xzB2ZywiAwp0i,280665.0,57.0,2020-07-30,0.134,0.801,0.596,1,-4.72,1,0.0534,0.00301,0.0,0.162,120.028
2084,3DqFP5KDbNeOWLxiDJqJRk,Staccato,https://p.scdn.co/mp3-preview/608d256cae589467b9344183de1ef8f558270fa4?cid=02b0e243b26741fa8d571a7f61aa4518,2jku7tDXc6XoB6MO2hFuqg,156559.0,39.0,2020-07-10,0.241,0.713,0.661,1,-5.74,0,0.148,0.00977,0.0,0.13,105.873
