,id,name,preview_url,artist,duration,popularity,release_date,valence,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo
0,4qbEaaJ29p32GI8EWQmm6R,dumb dumb,,4adSXA1GDOxNG7Zw89YHyz,125256.0,76.0,2021-08-25,0.589,0.783,0.472,2,-8.392,1,0.0427,0.22,0.000458,0.0798,122.052
1,2gvmxusSOe3vNjNDjQWaso,My Alcoholic Friends,https://p.scdn.co/mp3-preview/3fe2637a3df4c31f0ba0d2229f71e820b6b99eb7?cid=02b0e243b26741fa8d571a7f61aa4518,5JqX1glXPg6428ubI1w72i,167680.0,72.0,2006-03-29,0.746,0.596,0.679,4,-3.881,0,0.0324,0.18,0.0,0.0938,110.464
2,05U9HuyMUW4NllNlBCRMrN,Basics in Behavior - Blue Version,https://p.scdn.co/mp3-preview/97a782881a1ad4df28ade631a7c0bdefbff3ad9f?cid=02b0e243b26741fa8d571a7f61aa4518,0I6yADrmeyvw66g7yjkqIF,237751.0,59.0,2018-07-05,0.355,0.323,0.796,0,-3.266,0,0.0337,0.178,0.0,0.14,103.851
3,0Fs9cdPDhptWEDJmiCbkEW,She Knows (feat. Amber Coffman & Cults),,6l3HvQ5sa6mXTsMTB19rO5,296520.0,82.0,2013-06-18,0.183,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,118.008
4,74NJyJ0j5wvG1e5jpUh68o,dessous,https://p.scdn.co/mp3-preview/9c52197004f036473a079663220a09dfb20cef75?cid=02b0e243b26741fa8d571a7f61aa4518,63Zfzws3zct6H4L21p9WBT,127894.0,57.0,2022-05-20,0.717,0.68,0.759,8,-6.992,1,0.116,0.365,0.0,0.279,152.102
5,1taGkdO3DQsNRIQrarhVvc,Puttin' on the Ritz,https://p.scdn.co/mp3-preview/1f2c82b59c850d07d6eb18c57fde862793f9d4ae?cid=02b0e243b26741fa8d571a7f61aa4518,6Dxf1ZaJBrpbumiqTTnlIH,281160.0,61.0,1982-01-01,0.812,0.798,0.292,0,-17.112,1,0.0777,0.152,0.00101,0.185,98.653
6,6slWUMiyoNNWcQGu6tkTlH,Leni (Crystal Castles vs GoodBooks),https://p.scdn.co/mp3-preview/3250d3dc4f176b12ed3e99a7526c191f4c628212?cid=02b0e243b26741fa8d571a7f61aa4518,0pwItbAKmeSTovWzxzkkbg,256398.0,70.0,2021-11-18,0.55,0.642,0.641,6,-6.619,0,0.0312,0.0627,0.00289,0.0627,119.938
7,28Tmk14BdrfaV2YzxpB35c,Cell Block Tango,https://p.scdn.co/mp3-preview/f5b9a23849ee3b8601fbe4ee90019d851f886420?cid=02b0e243b26741fa8d571a7f61aa4518,0LyfQWJT6nXafLPZqxe9Of,442733.0,59.0,2002-11-08,0.654,0.601,0.34,1,-12.092,1,0.363,0.393,0.0,0.456,125.309
8,7lOvJBqH38ZY59eLU7bioq,all I want is you,https://p.scdn.co/mp3-preview/d80128fa85442ac87a7e21e99a65dac32a1dc5e8?cid=02b0e243b26741fa8d571a7f61aa4518,7GcVOOrldYLwxGrCkELOno,151415.0,77.0,2021-02-09,0.779,0.46,0.999,11,-1.307,1,0.325,0.112,0.0,0.245,145.911
9,0RYHqnmtNRfbYxP6Dn8Vse,masquerade,https://p.scdn.co/mp3-preview/21491d2254b6e9669af8dcc0ec59f2aa576c730c?cid=02b0e243b26741fa8d571a7f61aa4518,0OO76E5lRfeyBI3fkA73Dr,144535.0,76.0,2021-11-11,0.611,0.608,0.792,9,-5.721,1,0.0355,0.000674,0.653,0.252,161.104
10,2wEZgjai115MLbaOkISipm,MULLET DADDY,https://p.scdn.co/mp3-preview/a523abf291932911300e2c2e2b3ba441c754b969?cid=02b0e243b26741fa8d571a7f61aa4518,0Zkkh7YLEO75PmH7vwgO7X,97665.0,60.0,2021-10-02,0.136,0.417,0.336,1,-17.487,1,0.028,0.014,0.199,0.318,136.841
11,7r4xKog44gHXG4DfDPxiFX,SPINBACK,,62kKbLkt18bdHuCpSRNyqp,82561.0,41.0,1975-06-16,0.206,0.74,0.49,2,-13.151,1,0.23,0.0673,0.0307,0.622,129.789
12,5RqdsODz33CvuiTGDTcjH8,WERK SPINBACK,https://p.scdn.co/mp3-preview/b615c111a87c3d28fb473bd15885fff7157a5e1c?cid=02b0e243b26741fa8d571a7f61aa4518,47Tt1TAJmQdghmqeL3NoJY,84865.0,53.0,2021-12-08,0.135,0.697,0.203,2,-26.946,1,0.157,0.364,0.106,0.559,129.801
13,4dOkS135hpWHeSP0GSmHb4,SKUTE BOBO,https://p.scdn.co/mp3-preview/130c00cbe16a10ea641fbee4668b632d2beb48a4?cid=02b0e243b26741fa8d571a7f61aa4518,1vQskqJ0T1gttXzjpcPff3,188566.0,59.0,2021-08-21,0.331,0.724,0.566,9,-12.905,1,0.103,0.234,0.0,0.0991,154.035
14,1FMFmZkHsbV8OYOoeh6p19,Kolonia specjalna,https://p.scdn.co/mp3-preview/80efb005bcb1c2e8f5efd1c04eaf18892ffcc1dd?cid=02b0e243b26741fa8d571a7f61aa4518,3eM69n1zBUNhr7nsDLm5AH,199514.0,54.0,2019-04-26,0.502,0.865,0.721,11,-7.343,0,0.256,0.181,0.0,0.0508,103.006
15,7ucMcpOgmfMnzlt4kaQBSi,"szczury, grzyb i kokaina",https://p.scdn.co/mp3-preview/d69f9d5d972df3fa7138d321f880c95134664ce8?cid=02b0e243b26741fa8d571a7f61aa4518,36oXEMVgBzDe9HbnaSr6jZ,122400.0,48.0,2020-04-20,0.366,0.923,0.575,8,-6.383,1,0.0932,0.36,0.0,0.119,100.021
16,6xaUCAXPK4VNuYH3RM24ek,Diss Na Miłość,https://p.scdn.co/mp3-preview/fc51a31d1088ab6bd6cee709f845b31c8ac9be01?cid=02b0e243b26741fa8d571a7f61aa4518,5RwiBwEEW5dOXGUlEVA0LT,112694.0,59.0,2022-09-05,0.541,0.633,0.6,2,-9.999,1,0.374,0.509,0.0,0.0806,165.922
17,0l9XhUIYk2EjT6MHdh4wJU,Piszę to na matmie,https://p.scdn.co/mp3-preview/b7e756d142cbcf84921c6506e5572205d1483f9d?cid=02b0e243b26741fa8d571a7f61aa4518,0MIG6gMcQTSvFbKvUwK0id,257398.0,53.0,2020-01-17,0.439,0.71,0.5,8,-9.923,1,0.253,0.567,0.000207,0.107,100.025
18,2tzijRI9adcPew2ZvkMrWn,Graveyard Phonk,https://p.scdn.co/mp3-preview/62d2dc73b8d0d97b9d896b26b8c707d63275b90c?cid=02b0e243b26741fa8d571a7f61aa4518,1j9UZJ4ZN298RsP5rWtLGK,145816.0,55.0,2021-07-20,0.904,0.82,0.894,8,-5.715,1,0.0292,0.105,0.781,0.106,129.988
19,0jGDyDLVm0RS7kvip4QccT,Memories,https://p.scdn.co/mp3-preview/1a070e9fd93361c2e6653ff014008da640adb610?cid=02b0e243b26741fa8d571a7f61aa4518,4bWVepUQXFOTTC9TkbhNVt,186461.0,41.0,2022-04-01,0.388,0.905,0.691,7,-5.349,1,0.0782,0.399,0.00256,0.131,130.02
20,1guHCTD0uiEgTG3HOPgBmU,Twilight,,1EnZjgGD81emhSdq6adEKt,116129.0,45.0,2021-05-30,0.789,0.889,0.884,4,-4.323,1,0.0379,0.0111,0.804,0.0999,124.003
21,2YNYHKy9GJ1teUgGTpayVp,Doomshop,https://p.scdn.co/mp3-preview/995e957254e8710bd65bce3bdca18da050593999?cid=02b0e243b26741fa8d571a7f61aa4518,2r3Cnp9cRn8MEUEuvol6J0,129601.0,51.0,2021-06-23,0.339,0.824,0.861,1,-9.351,1,0.12,7.4e-05,0.828,0.147,105.014
22,2IA1KmBzYcM0GHN8oqaSW5,Devil Night,https://p.scdn.co/mp3-preview/3b622170355bffad4f3cc51ac9c893e20de3cdd3?cid=02b0e243b26741fa8d571a7f61aa4518,2GaIPa6dUUQBlVNYeEF6PH,139354.0,59.0,2021-07-18,0.314,0.692,0.896,1,-4.94,1,0.0404,0.000528,0.898,0.197,123.998
23,4VeBu0wBHApMDls39xVGw6,Any Doe,https://p.scdn.co/mp3-preview/338bac908da9f1bd06d64deb38604847daea873c?cid=02b0e243b26741fa8d571a7f61aa4518,1KS3HFd7XL75m0ieoDhFvw,132988.0,60.0,2021-06-19,0.33,0.595,0.511,1,-11.729,1,0.35,0.676,0.862,0.0925,119.983
24,56GwJsKW815AFrtqmFt0II,PL4YA,https://p.scdn.co/mp3-preview/a8b84abda5587b790c552ce1cbb8be87e4d3767d?cid=02b0e243b26741fa8d571a7f61aa4518,3GuGHOzPZ0AhH9hK8LqCsK,72312.0,56.0,2022-03-16,0.427,0.615,0.855,8,-8.121,1,0.0399,0.807,0.712,0.129,179.99
25,51ReaFPJ9aq2QjEuvJHaTL,HELLBORN,,0Tj5WBqnMBau0S97QJWNQL,81355.0,26.0,2022-04-24,0.454,0.658,0.902,11,-4.609,0,0.0498,0.000511,0.746,0.511,118.01
26,29aUIAviBlcr0yuIAjuzNn,EUPHORIA SECRET,https://p.scdn.co/mp3-preview/9e75df67f7de31a3a9f2353c7e64367a1f353816?cid=02b0e243b26741fa8d571a7f61aa4518,5kJn98Wf7hk1J7nn5sg67l,139800.0,65.0,2021-10-22,0.267,0.713,0.857,9,-4.15,1,0.0803,6.86e-05,0.589,0.22,99.976
27,1VuZPsM9WTOQiPLnx7GZU0,NIGHTMARE,https://p.scdn.co/mp3-preview/8cc52e185ff88a43448072736b3fb5c81a9aaecf?cid=02b0e243b26741fa8d571a7f61aa4518,14uo609t1MvRGZcskySt9R,139143.0,56.0,2021-07-16,0.521,0.567,0.8,1,-5.622,1,0.311,0.0119,0.00894,0.341,172.939
28,70KDipes32U97azb7eFSu0,HATRED,https://p.scdn.co/mp3-preview/bc8795834961ab359c3da7cb64002f73d1210f11?cid=02b0e243b26741fa8d571a7f61aa4518,6rzNFUmaEVnYb8kzh9tBTt,96117.0,42.0,2022-04-07,0.452,0.759,0.819,11,-2.485,1,0.352,0.0254,0.0,0.236,170.062
29,3fZhguwLZwkgYP9G5XNnFY,Nightwing,https://p.scdn.co/mp3-preview/34284590642f2b527332254e832ff8256e9dc3c2?cid=02b0e243b26741fa8d571a7f61aa4518,42WdWoZDRwUeWhGOYDhfuj,162668.0,60.0,2021-08-16,0.397,0.853,0.885,2,-6.91,1,0.163,0.278,0.383,0.107,129.968
30,3SKeJMi6ZBh7M5kAFnBcSa,ステラフリーに,https://p.scdn.co/mp3-preview/4e1e5621b7f3dd87ef4e0ce0a45dd1aa6bf3a5a9?cid=02b0e243b26741fa8d571a7f61aa4518,4HrUqrQRBMyLml2vQmggKA,84433.0,39.0,2019-07-08,0.929,0.787,0.894,1,-0.12,1,0.0709,0.0173,0.809,0.305,165.016
31,7d4n4e0kEEVsxl93xzWcvG,LVL DEATH,https://p.scdn.co/mp3-preview/4f080289544c4c8ba28d697131144b07c89c88ed?cid=02b0e243b26741fa8d571a7f61aa4518,0xx41UhM4CdtUvfqNZHhmF,83049.0,63.0,2021-11-12,0.295,0.742,0.767,0,-10.277,1,0.274,0.174,0.766,0.119,164.953
32,7jJ3EWr0umPsjC6CEupXRK,Burn In Hell,https://p.scdn.co/mp3-preview/618aa98827fa132be477b2fcdf63f13e246fd257?cid=02b0e243b26741fa8d571a7f61aa4518,5FjxVczcp075MXGqZ3lQpm,100632.0,60.0,2021-09-06,0.696,0.935,0.568,8,-4.416,1,0.115,0.0583,0.828,0.119,99.056
33,7l2xzkxMvNrCTcul3ECseb,Nitro,https://p.scdn.co/mp3-preview/a75243b95a6c9bae79aca356b8b9e3a16e2f7aeb?cid=02b0e243b26741fa8d571a7f61aa4518,13itspgSHkUbOq03AhIyjS,133146.0,52.0,2022-02-28,0.59,0.818,0.699,10,-3.717,0,0.188,0.59,0.0,0.0662,121.948
34,592KrQGd2ihwyIfksRX9Hr,JUDGMENT NIGHT,,7G5D01HWj1IELY5nfLQrw6,90461.0,45.0,2022-06-24,0.746,0.56,0.869,1,-2.133,1,0.356,0.00456,0.586,0.301,195.03
35,7z994LVEvJTvPYkAuToucs,Drop da Clutch,https://p.scdn.co/mp3-preview/67ca9a04dc2d1df87038466fe5a893542f450344?cid=02b0e243b26741fa8d571a7f61aa4518,2kxLXJ17WUKNIwyIfeDigH,131022.0,54.0,2021-02-10,0.952,0.797,0.766,9,-10.858,1,0.0629,0.283,0.868,0.119,131.997
36,1xy0q3FfTwJw3wncjZQcQL,Psychosis,https://p.scdn.co/mp3-preview/49e0bc8534436aac3702d1dd2087389447f977d8?cid=02b0e243b26741fa8d571a7f61aa4518,7n3zZOYwJKr5oNqByN4Hy3,118129.0,56.0,2022-03-31,0.416,0.784,0.787,1,-1.925,1,0.305,0.0694,2.43e-06,0.351,180.017
37,0ug0tj0ARxSmh3AiikEo6U,See U,https://p.scdn.co/mp3-preview/2b3f56afeadcd28f2b3f030aca3f74188f60bfa3?cid=02b0e243b26741fa8d571a7f61aa4518,67ALWf0iCYJTWxLJEvUJwk,120402.0,42.0,2021-08-25,0.45,0.807,0.609,10,-11.811,1,0.169,0.000386,0.88,0.248,114.893
38,7MIbWy5WwoodsdWb7ixtEi,DIEAGAIN,https://p.scdn.co/mp3-preview/ef9eac8384158cea078f97b09eca221078156ea5?cid=02b0e243b26741fa8d571a7f61aa4518,56g4P11Gxl7nROZBbm8X3F,140816.0,58.0,2021-03-07,0.881,0.55,0.577,0,-4.622,1,0.0356,0.000139,0.964,0.476,149.998
39,0iUrxveyNUBfj0cqjYEijt,NEON BLADE,https://p.scdn.co/mp3-preview/0555a76f0b0782e27ce417b1bce53662083e76b4?cid=02b0e243b26741fa8d571a7f61aa4518,5ja9cfKWW8Zj9aloyK8WuY,265263.0,82.0,2022-06-01,0.893,0.548,0.996,7,-2.169,1,0.112,0.0284,0.92,0.595,94.999
40,6tjkJl07lT5J2fwlPRGxzx,PANIC ATTACK,,10YuCxpdt8MPz5L2SxiYlx,82496.0,52.0,2022-05-13,0.127,0.536,0.717,0,-6.515,1,0.506,0.17,0.299,0.0661,118.491
41,5Txeau6Fi96zS4THXUJ4w7,IMMACULATE,https://p.scdn.co/mp3-preview/f9617c032cbbd774713694db044f2b33bf94958e?cid=02b0e243b26741fa8d571a7f61aa4518,6kLsCQ1gKvJmjmC8XbfqFE,140873.0,74.0,2022-05-22,0.34,0.78,0.385,7,-7.568,1,0.358,0.00151,5.3e-06,0.661,117.931
42,1zlEofSoZKwyr7QZFGIb19,UPGRADE,https://p.scdn.co/mp3-preview/7e4cdea3c8d68498a314b8cbc9c7e24a6b0d4b0e?cid=02b0e243b26741fa8d571a7f61aa4518,6oi8AVG0DoJH6MekTqDIQ5,113711.0,64.0,2021-09-02,0.253,0.933,0.402,1,-12.316,1,0.336,0.00247,0.901,0.104,120.005
43,1qcNxlAvs5uNCcG0lmz5aw,MENACE,https://p.scdn.co/mp3-preview/91116421a8f42149261a2ea0af99ff8c5556224c?cid=02b0e243b26741fa8d571a7f61aa4518,18Aa5fsiPr4pXRAwezZN6i,112000.0,57.0,2022-06-17,0.186,0.682,0.863,1,-4.308,1,0.057,0.161,0.857,0.397,105.023
44,5iSOehjuL9mWmZWAN1BIdO,Chaos,https://p.scdn.co/mp3-preview/c29717f3a9966dae723a0d5c40ec2616e0d9eb0d?cid=02b0e243b26741fa8d571a7f61aa4518,13itspgSHkUbOq03AhIyjS,147748.0,52.0,2022-02-13,0.223,0.729,0.88,10,-6.435,0,0.0556,0.0241,0.916,0.281,117.053
45,5FX30idriKlEIRYTxpNf65,AVOID ME,https://p.scdn.co/mp3-preview/95f3ee096d0822115be46b19be6bee89e95ff937?cid=02b0e243b26741fa8d571a7f61aa4518,0S1mAPM0pgJZil5FCqhQTX,105789.0,80.0,2022-02-11,0.965,0.656,0.964,6,-2.087,0,0.0964,0.123,0.813,0.78,114.007
46,3xLMFWoTmUzkaIEbnxKEpm,In a Hood Near You,https://p.scdn.co/mp3-preview/d1ec9b51a416d3a1339370707c76f57d4557921d?cid=02b0e243b26741fa8d571a7f61aa4518,2r3Cnp9cRn8MEUEuvol6J0,100101.0,67.0,2021-02-17,0.723,0.658,0.828,0,-3.815,1,0.0351,0.00138,0.39,0.113,100.011
47,6m0xKvgt0WK5203QfygE6K,PHONK,https://p.scdn.co/mp3-preview/29f90db9a9e0b53243e5015a93c1c3950c555507?cid=02b0e243b26741fa8d571a7f61aa4518,6eIJYF4G64wbLdUXpxCKd2,113841.0,41.0,2021-01-20,0.776,0.681,0.816,1,-3.118,1,0.325,0.347,0.0371,0.696,179.861
48,3kl96WFUsd8f8PCRLkTudb,Payoff,https://p.scdn.co/mp3-preview/ad52facc37661d13070db69c3f0871eb9129348d?cid=02b0e243b26741fa8d571a7f61aa4518,6oi8AVG0DoJH6MekTqDIQ5,90409.0,58.0,2021-09-11,0.849,0.777,0.929,6,-2.349,0,0.228,0.0933,0.865,0.508,169.972
49,2WzAAerBvZvvFXgUpSwHZ9,MIDNIGHT,https://p.scdn.co/mp3-preview/b67629ba7b9bd92848f43889698990cd0fd46038?cid=02b0e243b26741fa8d571a7f61aa4518,13itspgSHkUbOq03AhIyjS,121972.0,82.0,2022-02-13,0.373,0.633,0.433,1,-8.833,1,0.229,0.0053,0.28,0.145,122.088
50,6nrkZKU0niJnPJ48LyeGNr,BREAKING POINT,https://p.scdn.co/mp3-preview/c7e846a86fff85f20162fb9735f426f03596d4f9?cid=02b0e243b26741fa8d571a7f61aa4518,3GuGHOzPZ0AhH9hK8LqCsK,99706.0,58.0,2022-03-15,0.765,0.393,0.784,1,-4.689,1,0.108,7.48e-05,0.695,0.133,174.766
51,6jGPrEdJuBOcDfu1Qriu2h,WRATH,https://p.scdn.co/mp3-preview/a756fca557f591444a672a64b3c06097e01d49c9?cid=02b0e243b26741fa8d571a7f61aa4518,5LloPEToP2oZZGdSmh1TFU,148212.0,62.0,2022-02-04,0.285,0.723,0.35,4,-17.899,0,0.36,0.797,0.888,0.0988,119.979
52,0k3MZSEfVFT8vrdCfpP25D,Cursed Midnight 2,https://p.scdn.co/mp3-preview/64959d5c4600a76fe5f4dc4141c5e0906c679c1c?cid=02b0e243b26741fa8d571a7f61aa4518,49WTsslK1g6frRdr895unr,116572.0,65.0,2022-01-17,0.343,0.537,0.713,8,-8.042,0,0.0907,0.153,0.854,0.348,172.98
53,30MZPRYKso3DO6LTcQ71M8,Skrew,https://p.scdn.co/mp3-preview/4c25f20b2c9f21c866ed123dd1f73d902de50b8f?cid=02b0e243b26741fa8d571a7f61aa4518,2r3Cnp9cRn8MEUEuvol6J0,116715.0,67.0,2021-05-14,0.619,0.802,0.818,7,-4.362,0,0.043,0.00818,0.831,0.306,116.943
54,1JBL5sAHHef8hOpABSy7a4,SUXCESS,https://p.scdn.co/mp3-preview/3c0ce03b3306f262af0a1cb98dcc84ae7aeee003?cid=02b0e243b26741fa8d571a7f61aa4518,2sADpsTiKjzV9DRVDMXAeN,116742.0,54.0,2021-08-20,0.596,0.82,0.869,2,-6.866,1,0.0456,0.045,0.862,0.0976,110.022
55,68Fe7ms0dEMDaadlMmCIj1,Escape,https://p.scdn.co/mp3-preview/1e5a3712144519013a6e3ab7d249f6267fcd7358?cid=02b0e243b26741fa8d571a7f61aa4518,67ALWf0iCYJTWxLJEvUJwk,94117.0,61.0,2021-11-26,0.402,0.792,0.725,0,-7.33,1,0.194,0.00421,0.89,0.788,113.977
56,5eWhCWydXXHguwz33H7SA1,KERAUNOS KILLER - Speed Up,https://p.scdn.co/mp3-preview/0bfb99d9e57382d6adcce3a3cef317f240d0ad69?cid=02b0e243b26741fa8d571a7f61aa4518,40Teyg4qSzR04DzHpPP0o6,80604.0,71.0,2022-01-28,0.961,0.574,0.96,0,-3.714,1,0.0489,0.111,0.783,0.358,137.326
57,5iu4aRjHanGxxA6DyYWa81,D ROSE,https://p.scdn.co/mp3-preview/d441ed554ed7cbd2d3dea3175f43dfcb2fe44927?cid=02b0e243b26741fa8d571a7f61aa4518,57QsdaQhaRhRruISmg7W2G,100361.0,53.0,2021-07-30,0.41,0.837,0.594,2,-4.076,1,0.0534,0.0507,0.786,0.12,125.984
58,7BhiI0Z3iqqblrHlEhOVge,HIT THE GAS,https://p.scdn.co/mp3-preview/f700ebf4790f9fa3b5c094b966654a16c5438292?cid=02b0e243b26741fa8d571a7f61aa4518,2KOltraKOgOrYb9o4ctyJO,128643.0,54.0,2021-12-17,0.822,0.786,0.969,4,-1.463,0,0.316,0.389,0.0,0.652,97.472
59,3P5d5T7VvJvOh61rxpS7X3,BLACK BLOOD,https://p.scdn.co/mp3-preview/1b43c27c69df0efa3c7ada056b4fe2099518bdd3?cid=02b0e243b26741fa8d571a7f61aa4518,6eIJYF4G64wbLdUXpxCKd2,96026.0,57.0,2021-01-20,0.884,0.521,0.983,3,-1.632,1,0.237,0.00102,0.124,0.23,179.973
60,1PmIXXi8zlZZ3cM2vbLNcC,PUSHER,https://p.scdn.co/mp3-preview/e75cc81ad085ab966ff031988925a93376f1fedd?cid=02b0e243b26741fa8d571a7f61aa4518,2GaIPa6dUUQBlVNYeEF6PH,128888.0,60.0,2021-11-19,0.148,0.654,0.79,1,-7.333,1,0.0445,0.0389,0.522,0.119,108.093
61,1OMvtjYhjtItuTzrp7NV99,AVOID ME 2 - Sped Up,https://p.scdn.co/mp3-preview/abe2ef6bad41e5c383d4e1899001e0b07d2bfb32?cid=02b0e243b26741fa8d571a7f61aa4518,0S1mAPM0pgJZil5FCqhQTX,90192.0,66.0,2022-07-15,0.569,0.624,0.792,0,-1.225,0,0.185,0.0667,0.336,0.214,133.897
62,6JcwKi824CAoxfERTwVQdr,Hot Pursuit,https://p.scdn.co/mp3-preview/587994dd632b415a0d9c6b4ede69d82a7caa7d53?cid=02b0e243b26741fa8d571a7f61aa4518,4bWVepUQXFOTTC9TkbhNVt,121379.0,45.0,2022-03-04,0.516,0.674,0.892,1,-5.689,1,0.116,0.0105,0.0446,0.374,173.915
63,6Rky4H51h4E35meaMTfJQF,SUNRISE,https://p.scdn.co/mp3-preview/4985db1b2e0dceb8c9afcdaede8be3b2d633bad5?cid=02b0e243b26741fa8d571a7f61aa4518,2rgcNuLkn8pPBdKZhjZ8Em,110052.0,76.0,2022-05-30,0.643,0.713,0.95,1,-7.582,1,0.042,0.00262,0.856,0.191,150.003
64,0narfFv6R0EDNbwZecDtEQ,Cursed Midnight - Radio Edit,https://p.scdn.co/mp3-preview/47d287ad88f52bcbdd7beb9b98dfef9c05c03941?cid=02b0e243b26741fa8d571a7f61aa4518,49WTsslK1g6frRdr895unr,88308.0,70.0,2021-08-15,0.462,0.798,0.656,0,-8.481,1,0.18,0.157,0.869,0.0991,174.022
65,6mgsGmEr0N0ZyUzdiNE3j7,Useless Weaponry,https://p.scdn.co/mp3-preview/03f809abd095fad015da3b5f66be961d3b9a6175?cid=02b0e243b26741fa8d571a7f61aa4518,3O0gIqA6D8SR2gU5ftT7fx,125257.0,59.0,2022-03-09,0.46,0.746,0.8,8,-0.34,1,0.0575,0.255,0.852,0.248,115.014
66,56TOfxnRzSRbFRw8J6C4IT,Suicidal Thoughts,https://p.scdn.co/mp3-preview/e8d94a810edca878e2894939b0532abde4e0e6dd?cid=02b0e243b26741fa8d571a7f61aa4518,2rWCIhENZyPVDAeFC0ESWN,181727.0,69.0,2017-10-19,0.15,0.372,0.656,1,-6.086,1,0.0776,0.217,0.0,0.418,140.171
67,33LizV83s7z1gwtmLiKlmv,Dead and Cold,https://p.scdn.co/mp3-preview/70ef29f45c38ef923497db55984f998b35e2e6bb?cid=02b0e243b26741fa8d571a7f61aa4518,0inkJpjAKDnQOv2VHBCU0Z,89624.0,75.0,2018-11-10,0.716,0.622,0.467,2,-9.889,0,0.568,0.872,2.15e-06,0.0931,87.967
68,6ATqL4f1nFWwASrWi8nF6e,agoraphobic,https://p.scdn.co/mp3-preview/a269bbe050a3b9fe6b1af172a55356fcd6af18a3?cid=02b0e243b26741fa8d571a7f61aa4518,7yntSJ6uojO3z6GFUVwhAW,129795.0,67.0,2021-01-29,0.147,0.815,0.697,7,-9.57,1,0.219,0.778,0.000398,0.102,97.987
69,1ai8pLbMIAyx6Vp8uzHyDs,SI,https://p.scdn.co/mp3-preview/eb0c3d0a7ff4d1f593ae8b3c65bcfd10598b7016?cid=02b0e243b26741fa8d571a7f61aa4518,3txlfIcKCNrKk5bJw1er3R,150141.0,47.0,2020-12-11,0.0981,0.856,0.552,4,-5.727,0,0.164,0.0431,0.0,0.191,103.034
70,3M214U0mwSm041GsQR3nrO,Toxic,,1Cd373x8qzC7SNUg5IToqp,168066.0,78.0,2022-05-06,0.689,0.609,0.619,11,-5.677,1,0.311,0.749,0.0,0.264,179.71
71,0LhrIUtHuMMCNnpMUJTACr,XO,,1fZAAHNWdSM5gqbi9o5iEA,164360.0,61.0,2021-05-20,0.538,0.696,0.739,6,-7.668,0,0.114,0.175,0.0,0.0507,89.984
72,7AGGiiTX5RhsVM2rYF6s5O,Anyżowe żelki,https://p.scdn.co/mp3-preview/539640dcb82046dc0cbbb48217ab1c78756a29e1?cid=02b0e243b26741fa8d571a7f61aa4518,1fZAAHNWdSM5gqbi9o5iEA,133600.0,59.0,2022-07-07,0.719,0.738,0.783,2,-5.931,1,0.227,0.335,0.0,0.0606,150.014
73,6KY3lpaxiNKaZwDJGix41g,Phonk Web,https://p.scdn.co/mp3-preview/5a361fbb783b0216f9c8bb0c105b88579951f606?cid=02b0e243b26741fa8d571a7f61aa4518,5TvFfw1MgSntdU9A7yncyA,91943.0,67.0,2021-10-22,0.508,0.736,0.988,1,-3.333,1,0.0531,0.000777,0.509,0.0993,131.972
74,2KTfSSKBBfMLXwDqrtoOE5,ostatnia nadzieja,,0TMvoNR0AIJV138mHY6jdE,225767.0,69.0,2022-04-14,0.493,0.688,0.721,4,-7.931,0,0.0326,0.126,0.000247,0.583,104.973
75,6hNK4sK3O2OfJIqxekDfQI,Wszystko OK?,https://p.scdn.co/mp3-preview/774a952d4541ca43cb1f4c8f108ac22aeccc1cae?cid=02b0e243b26741fa8d571a7f61aa4518,0f53X3udWEWIhMbmuWdxo7,249010.0,56.0,2022-01-21,0.79,0.746,0.567,11,-8.451,0,0.054,0.0334,0.00696,0.189,97.985
76,325wllnOxlwBXMV8SkJOvm,Pochodnia,,2L14uYIQePr3ZEutb6feZz,182034.0,49.0,2022-04-22,0.555,0.491,0.913,6,-4.385,0,0.0661,0.0268,0.00235,0.307,152.057
77,5MCBqeOViImykKX8X20PN8,Egoistka,,4fCtCAiaIqqRuUiSjIYPMX,168000.0,38.0,2021-07-29,0.703,0.722,0.87,2,-4.23,1,0.0371,0.029,0.0,0.0885,124.988
78,2VpK2QRHAxQ2yvVL4YbjRH,only you my girl only you babe,,7xAA9CeUX18z0uP3sTWx1K,143076.0,42.0,2021-12-11,0.609,0.362,0.582,3,-4.921,1,0.0456,0.757,0.857,0.421,162.643
79,0kYMwaQWABTkFff8AZjmYI,Hayloft II,https://p.scdn.co/mp3-preview/56f2170efa250fd1e1b4dac24f0cb6055e14d10a?cid=02b0e243b26741fa8d571a7f61aa4518,0e86yPdC41PGRkLp2Q1Bph,215040.0,77.0,2022-01-28,0.172,0.326,0.866,9,-4.541,0,0.101,0.0044,7.37e-06,0.0912,178.181
80,1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,,06HL4z0CvFAxyc27GXpf02,236413.0,87.0,2017-11-10,0.193,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,135.917
81,4hNPMfFHauPIbOKvdYqFt7,O Green World,https://p.scdn.co/mp3-preview/b931b8515f787fd49c67a0b4bbef4c5bc3a032a8?cid=02b0e243b26741fa8d571a7f61aa4518,3AA28KZvwAUcZuOKwyblJQ,275000.0,67.0,2005-05-23,0.858,0.672,0.768,0,-7.718,1,0.0347,0.00201,0.905,0.136,122.583
